,MVT_GT_Oklahoma City OK
2017-01-15,12.0
2017-01-22,22.0
2017-02-19,20.0
2017-05-07,23.0
2017-05-21,14.0
2017-05-28,43.0
2017-06-04,36.0
2017-06-18,29.0
2017-07-09,15.0
2017-07-16,26.0
2017-08-27,18.0
2017-09-03,20.0
2017-09-10,16.0
2017-09-24,31.0
2017-10-22,20.0
2017-11-12,16.0
2017-11-26,35.0
2017-12-10,12.0
2017-12-17,14.0
2018-01-14,12.0
2018-01-21,51.0
2018-01-28,23.0
2018-02-04,14.0
2018-02-25,11.0
2018-03-04,13.0
2018-03-11,16.0
2018-03-18,27.0
2018-03-25,13.0
2018-04-15,13.0
2018-04-29,27.0
2018-07-15,12.0
2018-08-05,13.0
2018-08-12,74.0
2018-09-02,19.0
2018-09-16,13.0
2018-11-04,15.0
2019-01-06,12.0
2019-01-27,11.0
2019-03-10,28.0
2019-04-14,15.0
2019-05-05,12.0
2019-05-26,16.0
2019-06-23,20.0
2019-08-25,19.0
2019-09-22,11.0
2019-10-27,16.0
2019-11-03,10.0
2019-12-08,11.0
2019-12-29,16.0
2020-01-12,100.0
2020-02-09,60.0
2020-02-16,13.0
2020-03-01,10.0
2020-03-08,17.0
2020-05-31,13.0
2020-07-12,11.0
2020-07-19,16.0
2020-07-26,31.0
2020-08-02,16.0
2020-08-30,21.0
2020-09-06,12.0
2020-09-13,12.0
2020-09-27,20.0
2020-10-04,25.0
2020-10-11,12.0
2020-10-25,18.0
2020-11-01,13.0
2020-11-08,17.0
2020-12-13,19.0
2020-12-27,24.0
2021-01-17,19.0
2021-01-24,23.0
2021-02-07,14.0
2021-02-21,21.0
2021-04-11,25.0
2021-04-18,23.0
2021-04-25,12.0
2021-05-23,20.0
2021-06-06,27.0
2021-06-20,13.0
2021-08-01,20.0
2021-08-22,10.0
2021-09-05,13.0
2021-09-19,16.0
2021-10-31,18.0
2021-11-07,10.0
2021-11-28,26.0
2021-12-05,18.0
2021-12-26,24.0
2022-01-23,21.0
2022-02-13,9.0
2022-03-20,9.0
2022-05-22,11.0
2022-05-29,28.0
2022-06-12,21.0
2022-07-10,13.0
2022-07-31,17.0
2022-08-14,17.0
2022-08-21,14.0
2022-09-04,13.0
2022-09-25,12.0
2022-11-06,10.0
2022-11-20,10.0
2022-11-27,9.0
2022-12-04,40.0
