,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,86.0
2017-01-08,48.0
2017-01-15,20.0
2017-01-22,40.0
2017-01-29,36.0
2017-02-05,46.0
2017-02-12,28.0
2017-02-26,40.0
2017-03-26,44.0
2017-04-02,17.0
2017-04-09,14.0
2017-04-23,35.0
2017-04-30,39.0
2017-05-07,35.0
2017-05-14,46.0
2017-05-21,58.0
2017-05-28,54.0
2017-06-04,44.0
2017-06-11,48.0
2017-06-18,43.0
2017-06-25,49.0
2017-07-16,48.0
2017-07-23,57.0
2017-07-30,50.0
2017-08-06,34.0
2017-09-03,27.0
2017-09-10,48.0
2017-09-17,83.0
2017-09-24,68.0
2017-10-01,57.0
2017-10-08,18.0
2017-10-15,53.0
2017-10-22,34.0
2017-10-29,28.0
2017-11-05,38.0
2017-11-12,54.0
2017-11-19,30.0
2017-12-03,45.0
2017-12-10,65.0
2017-12-17,23.0
2017-12-24,43.0
2018-01-07,43.0
2018-01-14,22.0
2018-01-21,72.0
2018-01-28,44.0
2018-02-04,20.0
2018-02-11,36.0
2018-02-18,18.0
2018-02-25,38.0
2018-03-04,63.0
2018-03-11,22.0
2018-03-18,41.0
2018-03-25,43.0
2018-04-08,56.0
2018-04-15,57.0
2018-04-22,53.0
2018-04-29,38.0
2018-05-06,49.0
2018-05-13,34.0
2018-05-20,33.0
2018-05-27,49.0
2018-06-03,22.0
2018-06-10,30.0
2018-06-24,36.0
2018-07-01,49.0
2018-07-08,32.0
2018-07-15,32.0
2018-07-22,85.0
2018-07-29,43.0
2018-08-05,18.0
2018-08-19,51.0
2018-08-26,42.0
2018-09-02,42.0
2018-09-09,54.0
2018-09-16,35.0
2018-09-23,46.0
2018-09-30,67.0
2018-10-07,20.0
2018-10-14,28.0
2018-10-21,61.0
2018-11-04,44.0
2018-11-11,79.0
2018-11-25,25.0
2018-12-02,21.0
2018-12-16,40.0
2018-12-23,28.0
2018-12-30,56.0
2019-01-06,92.0
2019-01-13,36.0
2019-01-20,65.0
2019-01-27,45.0
2019-02-03,38.0
2019-02-10,98.0
2019-02-17,52.0
2019-02-24,46.0
2019-03-03,38.0
2019-03-10,32.0
2019-03-17,57.0
2019-03-31,29.0
2019-04-07,28.0
2019-04-14,51.0
2019-04-21,30.0
2019-05-05,100.0
2019-05-12,58.0
