,MVT_GT_Omaha NE
2017-02-19,20.0
2017-03-19,22.0
2017-04-23,37.0
2017-04-30,87.0
2017-05-14,43.0
2017-05-28,24.0
2017-06-11,23.0
2017-06-18,74.0
2017-06-25,46.0
2017-08-06,24.0
2017-08-13,22.0
2017-08-20,20.0
2017-09-10,40.0
2017-10-08,22.0
2017-11-19,42.0
2017-12-24,24.0
2017-12-31,34.0
2018-01-07,43.0
2018-02-25,20.0
2018-03-25,81.0
2018-04-01,100.0
2018-04-22,29.0
2018-04-29,34.0
2018-06-10,85.0
2018-06-17,21.0
2018-07-01,31.0
2018-10-07,21.0
2018-10-21,58.0
2019-01-13,30.0
2019-02-03,24.0
2019-04-14,65.0
2019-05-05,41.0
2019-05-19,43.0
2019-06-02,71.0
2019-06-23,20.0
2019-07-07,27.0
2019-07-14,24.0
2019-07-21,47.0
2019-10-06,18.0
2019-11-10,17.0
2019-11-17,21.0
2020-01-12,25.0
2020-03-22,28.0
2020-04-05,17.0
2020-05-24,34.0
2020-06-14,21.0
2020-06-21,26.0
2020-06-28,19.0
2020-08-02,19.0
2020-09-06,40.0
2020-10-18,39.0
2020-11-08,39.0
2020-12-06,29.0
2021-01-10,25.0
2021-02-07,39.0
2021-03-14,17.0
2021-05-02,41.0
2021-05-09,48.0
2021-06-13,31.0
2021-07-25,25.0
2021-09-12,21.0
2021-10-03,28.0
2021-11-21,29.0
2022-01-23,24.0
2022-02-06,35.0
2022-02-20,35.0
2022-02-27,49.0
2022-03-20,30.0
2022-04-03,63.0
2022-04-10,19.0
2022-04-17,53.0
2022-05-29,43.0
2022-06-26,32.0
2022-07-17,24.0
2022-07-24,41.0
2022-08-07,23.0
2022-08-21,37.0
2022-09-11,18.0
2022-09-25,18.0
2022-11-20,54.0
2022-12-25,24.0
