,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,26.0
2017-01-08,57.0
2017-01-22,34.0
2017-01-29,36.0
2017-02-05,14.0
2017-02-12,38.0
2017-02-19,24.0
2017-02-26,41.0
2017-03-05,45.0
2017-03-12,11.0
2017-04-02,23.0
2017-04-09,45.0
2017-04-23,12.0
2017-04-30,31.0
2017-05-07,33.0
2017-05-14,32.0
2017-05-21,43.0
2017-05-28,40.0
2017-06-04,53.0
2017-06-11,34.0
2017-06-18,46.0
2017-06-25,32.0
2017-07-02,39.0
2017-07-16,58.0
2017-07-23,37.0
2017-07-30,48.0
2017-08-06,31.0
2017-08-13,21.0
2017-08-20,21.0
2017-08-27,21.0
2017-09-03,37.0
2017-09-10,27.0
2017-09-24,55.0
2017-10-01,35.0
2017-10-15,57.0
2017-10-22,17.0
2017-10-29,69.0
2017-11-12,47.0
2017-11-26,26.0
2017-12-03,40.0
2017-12-10,62.0
2017-12-17,21.0
2017-12-24,15.0
2017-12-31,21.0
2018-01-21,21.0
2018-01-28,22.0
2018-02-04,53.0
2018-02-11,32.0
2018-02-25,33.0
2018-03-04,23.0
2018-03-11,28.0
2018-03-18,29.0
2018-03-25,32.0
2018-04-01,12.0
2018-04-08,47.0
2018-04-15,16.0
2018-04-29,29.0
2018-05-06,30.0
2018-05-13,22.0
2018-05-20,24.0
2018-05-27,24.0
2018-06-10,23.0
2018-06-17,16.0
2018-06-24,40.0
2018-07-01,17.0
2018-07-08,31.0
2018-07-15,56.0
2018-07-22,100.0
2018-07-29,13.0
2018-08-05,30.0
2018-08-19,37.0
2018-09-02,45.0
2018-09-09,19.0
2018-09-16,35.0
2018-09-23,29.0
2018-09-30,47.0
2018-10-07,32.0
2018-10-21,36.0
2018-10-28,52.0
2018-11-04,45.0
2018-11-25,27.0
2018-12-02,46.0
2018-12-09,17.0
2018-12-16,22.0
2018-12-23,26.0
2018-12-30,47.0
2019-01-06,68.0
2019-01-13,41.0
2019-01-20,27.0
2019-01-27,38.0
2019-02-03,46.0
2019-02-10,27.0
2019-02-17,42.0
2019-02-24,46.0
2019-03-03,43.0
2019-03-10,22.0
2019-03-17,15.0
2019-03-24,44.0
2019-03-31,24.0
2019-04-07,33.0
2019-04-14,29.0
2019-04-21,13.0
2019-04-28,28.0
2019-05-05,83.0
2019-05-12,38.0
2019-05-19,43.0
2019-05-26,26.0
2019-06-02,14.0
2019-06-09,34.0
2019-06-16,19.0
2019-06-23,36.0
2019-06-30,45.0
2019-07-07,73.0
2019-07-14,54.0
2019-07-21,42.0
2019-07-28,48.0
2019-08-04,27.0
2019-08-11,27.0
2019-08-18,36.0
2019-08-25,20.0
2019-09-01,30.0
2019-09-08,32.0
2019-09-15,22.0
2019-09-29,14.0
2019-10-06,30.0
2019-10-13,60.0
2019-10-20,33.0
2019-10-27,32.0
2019-11-03,42.0
2019-11-10,19.0
2019-11-24,47.0
2019-12-01,52.0
2019-12-15,21.0
2019-12-22,42.0
2019-12-29,40.0
2020-01-05,18.0
2020-01-12,34.0
2020-01-26,53.0
2020-02-02,43.0
2020-02-09,56.0
2020-02-16,43.0
2020-02-23,36.0
2020-03-01,25.0
2020-03-08,50.0
2020-03-29,22.0
2020-04-05,50.0
2020-04-12,16.0
2020-04-19,19.0
2020-04-26,15.0
2020-05-03,30.0
2020-05-10,20.0
2020-05-17,17.0
2020-05-24,19.0
2020-05-31,31.0
2020-06-07,15.0
2020-06-14,54.0
2020-06-28,24.0
2020-07-05,19.0
2020-07-19,33.0
2020-07-26,16.0
2020-08-02,20.0
2020-08-09,25.0
2020-08-23,29.0
2020-08-30,78.0
2020-09-06,59.0
2020-09-13,28.0
2020-09-20,29.0
2020-09-27,23.0
2020-10-04,38.0
2020-10-25,41.0
2020-11-01,28.0
2020-11-08,16.0
2020-11-15,42.0
2020-11-22,77.0
2020-11-29,29.0
2020-12-20,13.0
2020-12-27,42.0
2021-01-03,12.0
2021-01-10,18.0
2021-01-17,31.0
2021-01-24,26.0
2021-01-31,37.0
2021-02-14,36.0
2021-02-21,46.0
2021-02-28,47.0
2021-03-14,26.0
2021-03-21,36.0
2021-03-28,52.0
2021-04-18,34.0
2021-05-02,25.0
2021-05-16,21.0
2021-05-23,26.0
2021-05-30,35.0
2021-06-06,44.0
2021-06-13,37.0
2021-06-20,33.0
2021-06-27,42.0
2021-07-04,27.0
2021-07-11,17.0
2021-07-18,35.0
2021-07-25,45.0
2021-08-01,17.0
2021-08-08,59.0
2021-08-15,36.0
2021-08-22,55.0
2021-08-29,12.0
2021-09-12,31.0
2021-09-19,42.0
2021-10-10,24.0
2021-10-17,37.0
2021-10-24,22.0
2021-11-07,32.0
2021-11-14,31.0
2021-11-21,13.0
2021-11-28,48.0
2021-12-12,42.0
2021-12-19,40.0
2021-12-26,45.0
2022-01-02,58.0
2022-01-09,36.0
2022-01-23,25.0
2022-01-30,31.0
2022-02-06,65.0
2022-02-13,62.0
2022-02-20,12.0
2022-02-27,49.0
2022-03-06,19.0
2022-03-13,62.0
2022-03-20,61.0
2022-03-27,38.0
2022-04-03,33.0
2022-04-10,12.0
2022-04-17,49.0
2022-04-24,38.0
2022-05-01,23.0
2022-05-08,41.0
2022-05-15,70.0
2022-05-29,14.0
2022-06-05,20.0
2022-06-12,26.0
2022-06-19,34.0
2022-06-26,39.0
2022-07-03,45.0
2022-07-10,66.0
2022-07-24,44.0
2022-07-31,49.0
2022-08-07,47.0
2022-08-14,45.0
2022-08-21,16.0
2022-08-28,62.0
2022-09-04,78.0
2022-09-11,78.0
2022-09-18,54.0
2022-09-25,47.0
2022-10-02,37.0
2022-10-09,17.0
2022-10-16,18.0
2022-10-23,44.0
2022-10-30,55.0
2022-11-06,46.0
2022-11-13,43.0
2022-11-20,24.0
2022-11-27,32.0
2022-12-04,49.0
2022-12-11,21.0
2022-12-18,17.0
2022-12-25,50.0
