,MVT_GT_Columbus OH
2017-01-01,25.0
2017-01-15,16.0
2017-01-22,33.0
2017-01-29,23.0
2017-02-05,35.0
2017-02-19,20.0
2017-03-05,24.0
2017-03-12,24.0
2017-03-19,23.0
2017-04-02,66.0
2017-04-16,18.0
2017-04-23,46.0
2017-04-30,70.0
2017-05-07,31.0
2017-10-22,34.0
2017-11-05,15.0
2017-12-03,18.0
2017-12-17,29.0
2018-01-28,50.0
2018-02-18,27.0
2018-03-04,19.0
2018-04-15,43.0
2018-05-27,37.0
2018-06-03,22.0
2018-06-24,33.0
2018-07-08,23.0
2018-08-12,35.0
2018-09-02,23.0
2018-09-09,16.0
2018-10-14,21.0
2018-10-21,17.0
2018-10-28,21.0
2018-12-02,17.0
2018-12-23,73.0
2018-12-30,23.0
2019-01-06,16.0
2019-01-13,27.0
2019-02-10,25.0
2019-03-24,16.0
2019-04-14,33.0
2019-04-21,22.0
2019-04-28,72.0
2019-05-12,52.0
2019-06-30,24.0
2019-07-21,22.0
2019-07-28,19.0
2019-08-25,100.0
2019-09-01,30.0
2019-09-15,42.0
2019-10-27,15.0
2019-12-08,93.0
2019-12-22,21.0
2019-12-29,31.0
2020-01-05,38.0
2020-01-12,33.0
2020-01-19,26.0
2020-01-26,14.0
2020-02-23,14.0
2020-04-05,18.0
2020-04-19,15.0
2020-05-24,24.0
2020-05-31,19.0
2020-07-19,24.0
2020-07-26,22.0
2020-09-27,31.0
2020-10-04,24.0
2020-10-11,29.0
2020-10-25,18.0
2020-11-01,18.0
2020-11-22,26.0
2020-11-29,24.0
2020-12-06,15.0
2020-12-13,18.0
2020-12-20,29.0
2021-01-03,29.0
2021-01-10,51.0
2021-01-24,19.0
2021-01-31,23.0
2021-02-07,34.0
2021-02-21,26.0
2021-02-28,29.0
2021-03-14,37.0
2021-04-04,15.0
2021-05-09,34.0
2021-05-16,26.0
2021-06-06,33.0
2021-06-27,77.0
2021-07-04,17.0
2021-07-11,71.0
2021-07-18,73.0
2021-08-01,35.0
2021-08-08,23.0
2021-08-22,39.0
2021-08-29,27.0
2021-09-19,30.0
2021-10-17,22.0
2021-10-24,20.0
2021-11-28,18.0
2021-12-12,51.0
2021-12-19,30.0
2022-01-02,24.0
2022-01-09,20.0
2022-01-16,18.0
2022-01-23,17.0
2022-01-30,39.0
2022-02-06,39.0
2022-02-20,15.0
2022-02-27,58.0
2022-03-06,20.0
2022-03-13,18.0
2022-03-27,31.0
2022-04-03,30.0
2022-04-10,16.0
2022-05-01,24.0
2022-05-08,47.0
2022-05-22,38.0
2022-05-29,21.0
2022-06-12,21.0
2022-06-19,38.0
2022-06-26,37.0
2022-07-10,30.0
2022-07-17,34.0
2022-07-24,61.0
2022-08-14,46.0
2022-08-21,27.0
2022-09-04,12.0
2022-09-18,15.0
2022-10-02,17.0
2022-10-09,46.0
2022-10-16,30.0
2022-10-23,21.0
2022-10-30,54.0
2022-11-20,30.0
2022-11-27,38.0
2022-12-04,49.0
2022-12-18,94.0
